"Confidence"	"Date"	"geogcode"	"variable"	"value type"	"value"	"flag"
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"Unemployment rate - aged 16-64"	"Denominator"	56300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF4+ - aged 16-64"	"Numerator"	39500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF4+ - aged 16-64"	"Denominator"	64000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF4+ - aged 16-64"	"Percent"	61.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF4+ - aged 16-64"	"Conf"	8.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF3+ - aged 16-64"	"Numerator"	53500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF3+ - aged 16-64"	"Denominator"	64000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF3+ - aged 16-64"	"Percent"	83.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF3+ - aged 16-64"	"Conf"	6.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF2+ - aged 16-64"	"Numerator"	59100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF2+ - aged 16-64"	"Denominator"	64000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF2+ - aged 16-64"	"Percent"	92.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF2+ - aged 16-64"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF1+ - aged 16-64"	"Numerator"	60900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF1+ - aged 16-64"	"Denominator"	64000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF1+ - aged 16-64"	"Percent"	95.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% with RQF1+ - aged 16-64"	"Conf"	3.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% aged 16-64 who are self employed"	"Numerator"	4900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% aged 16-64 who are self employed"	"Denominator"	84200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% aged 16-64 who are self employed"	"Percent"	5.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"Unemployment rate - aged 16-64"	"Numerator"	3000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"Unemployment rate - aged 16-64"	"Denominator"	66800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"Unemployment rate - aged 16-64"	"Percent"	4.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF4+ - aged 16-64"	"Numerator"	46300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF4+ - aged 16-64"	"Denominator"	82300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF4+ - aged 16-64"	"Percent"	56.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF4+ - aged 16-64"	"Conf"	9.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF3+ - aged 16-64"	"Numerator"	57300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF3+ - aged 16-64"	"Denominator"	82300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF3+ - aged 16-64"	"Percent"	69.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF3+ - aged 16-64"	"Conf"	9.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF2+ - aged 16-64"	"Numerator"	65500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF2+ - aged 16-64"	"Denominator"	82300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF2+ - aged 16-64"	"Percent"	79.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF2+ - aged 16-64"	"Conf"	8.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF1+ - aged 16-64"	"Numerator"	66700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF1+ - aged 16-64"	"Denominator"	82300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF1+ - aged 16-64"	"Percent"	81.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000207"	"% with RQF1+ - aged 16-64"	"Conf"	7.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% aged 16-64 who are self employed"	"Numerator"	5400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% aged 16-64 who are self employed"	"Denominator"	49000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% aged 16-64 who are self employed"	"Percent"	11.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"Unemployment rate - aged 16-64"	"Denominator"	42400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF4+ - aged 16-64"	"Numerator"	24200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF4+ - aged 16-64"	"Denominator"	48300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF4+ - aged 16-64"	"Percent"	50.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF4+ - aged 16-64"	"Conf"	12.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF3+ - aged 16-64"	"Numerator"	36100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF3+ - aged 16-64"	"Denominator"	48300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF3+ - aged 16-64"	"Percent"	74.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF3+ - aged 16-64"	"Conf"	11.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF2+ - aged 16-64"	"Numerator"	41600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF2+ - aged 16-64"	"Denominator"	48300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF2+ - aged 16-64"	"Percent"	86.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF2+ - aged 16-64"	"Conf"	8.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF1+ - aged 16-64"	"Numerator"	42500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF1+ - aged 16-64"	"Denominator"	48300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF1+ - aged 16-64"	"Percent"	88.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000208"	"% with RQF1+ - aged 16-64"	"Conf"	8.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% aged 16-64 who are self employed"	"Numerator"	9500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% aged 16-64 who are self employed"	"Denominator"	98900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% aged 16-64 who are self employed"	"Percent"	9.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% aged 16-64 who are self employed"	"Conf"	5.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"Unemployment rate - aged 16-64"	"Numerator"	4400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"Unemployment rate - aged 16-64"	"Denominator"	87400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"Unemployment rate - aged 16-64"	"Percent"	5.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF4+ - aged 16-64"	"Numerator"	61400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF4+ - aged 16-64"	"Denominator"	97200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF4+ - aged 16-64"	"Percent"	63.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF4+ - aged 16-64"	"Conf"	9.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF3+ - aged 16-64"	"Numerator"	79900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF3+ - aged 16-64"	"Denominator"	97200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF3+ - aged 16-64"	"Percent"	82.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF3+ - aged 16-64"	"Conf"	7.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF2+ - aged 16-64"	"Numerator"	91700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF2+ - aged 16-64"	"Denominator"	97200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF2+ - aged 16-64"	"Percent"	94.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF2+ - aged 16-64"	"Conf"	4.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF1+ - aged 16-64"	"Numerator"	92900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF1+ - aged 16-64"	"Denominator"	97200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF1+ - aged 16-64"	"Percent"	95.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000209"	"% with RQF1+ - aged 16-64"	"Conf"	4.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% aged 16-64 who are self employed"	"Numerator"	4700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% aged 16-64 who are self employed"	"Denominator"	52200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% aged 16-64 who are self employed"	"Percent"	8.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"Unemployment rate - aged 16-64"	"Denominator"	42800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF4+ - aged 16-64"	"Numerator"	25400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF4+ - aged 16-64"	"Denominator"	51600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF4+ - aged 16-64"	"Percent"	49.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF4+ - aged 16-64"	"Conf"	12.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF3+ - aged 16-64"	"Numerator"	38300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF3+ - aged 16-64"	"Denominator"	51600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF3+ - aged 16-64"	"Percent"	74.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF3+ - aged 16-64"	"Conf"	10.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF2+ - aged 16-64"	"Numerator"	46000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF2+ - aged 16-64"	"Denominator"	51600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF2+ - aged 16-64"	"Percent"	89.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF2+ - aged 16-64"	"Conf"	7.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF1+ - aged 16-64"	"Numerator"	46000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF1+ - aged 16-64"	"Denominator"	51600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF1+ - aged 16-64"	"Percent"	89.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000210"	"% with RQF1+ - aged 16-64"	"Conf"	7.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% aged 16-64 who are self employed"	"Numerator"	11800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% aged 16-64 who are self employed"	"Denominator"	92900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% aged 16-64 who are self employed"	"Percent"	12.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% aged 16-64 who are self employed"	"Conf"	6.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"Unemployment rate - aged 16-64"	"Denominator"	74300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF4+ - aged 16-64"	"Numerator"	47800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF4+ - aged 16-64"	"Denominator"	92000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF4+ - aged 16-64"	"Percent"	52.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF4+ - aged 16-64"	"Conf"	9.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF3+ - aged 16-64"	"Numerator"	63000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF3+ - aged 16-64"	"Denominator"	92000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF3+ - aged 16-64"	"Percent"	68.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF3+ - aged 16-64"	"Conf"	8.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF2+ - aged 16-64"	"Numerator"	85700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF2+ - aged 16-64"	"Denominator"	92000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF2+ - aged 16-64"	"Percent"	93.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF2+ - aged 16-64"	"Conf"	4.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF1+ - aged 16-64"	"Numerator"	86500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF1+ - aged 16-64"	"Denominator"	92000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF1+ - aged 16-64"	"Percent"	94.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000211"	"% with RQF1+ - aged 16-64"	"Conf"	4.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"% aged 16-64 who are self employed"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"% aged 16-64 who are self employed"	"Denominator"	58500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"% aged 16-64 who are self employed"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"% aged 16-64 who are self employed"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"Unemployment rate - aged 16-64"	"Denominator"	46100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"% with RQF4+ - aged 16-64"	"Numerator"	24500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"% with RQF4+ - aged 16-64"	"Denominator"	54100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000212"	"% with RQF4+ - aged 16-64"	"Percent"	45.3	""
