"Population"	"Units"	"Date"	"geogcode"	"Industry (current)"	"value type"	"value"	"flag"
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"I: Accommodation and food service activities"	"number"	2197	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"I: Accommodation and food service activities"	"%"	3.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"J: Information and communication"	"number"	2984	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"J: Information and communication"	"%"	4.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"K: Financial and insurance activities"	"number"	4597	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"K: Financial and insurance activities"	"%"	7.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"L: Real estate activities"	"number"	1160	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"L: Real estate activities"	"%"	1.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"M: Professional, scientific and technical activities"	"number"	4912	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"M: Professional, scientific and technical activities"	"%"	7.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"N: Administrative and support service activities"	"number"	3654	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"N: Administrative and support service activities"	"%"	5.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"O: Public administration and defence; compulsory social security"	"number"	3601	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"O: Public administration and defence; compulsory social security"	"%"	5.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"P: Education"	"number"	6629	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"P: Education"	"%"	10.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"Q: Human health and social work activities"	"number"	7849	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"Q: Human health and social work activities"	"%"	12.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"R, S, T, U Other"	"number"	3070	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"R, S, T, U Other"	"%"	4.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	55897	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"A: Agriculture, Forestry and fishing"	"number"	568	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"A: Agriculture, Forestry and fishing"	"%"	1.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"B: Mining and quarrying"	"number"	81	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"C: Manufacturing"	"number"	2190	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"C: Manufacturing"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"D: Electricity, gas, steam and air conditioning supply"	"number"	206	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	259	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"F: Construction"	"number"	4611	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"F: Construction"	"%"	8.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	7648	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	13.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"H: Transport and storage"	"number"	1665	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"H: Transport and storage"	"%"	3.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"I: Accommodation and food service activities"	"number"	2175	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"I: Accommodation and food service activities"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"J: Information and communication"	"number"	3197	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"J: Information and communication"	"%"	5.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"K: Financial and insurance activities"	"number"	5046	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"K: Financial and insurance activities"	"%"	9.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"L: Real estate activities"	"number"	1093	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"L: Real estate activities"	"%"	2.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"M: Professional, scientific and technical activities"	"number"	5488	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"M: Professional, scientific and technical activities"	"%"	9.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"N: Administrative and support service activities"	"number"	3277	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"N: Administrative and support service activities"	"%"	5.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"O: Public administration and defence; compulsory social security"	"number"	2129	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"O: Public administration and defence; compulsory social security"	"%"	3.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"P: Education"	"number"	5781	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"P: Education"	"%"	10.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000116"	"Q: Human health and social work activities"	"number"	7730	""
